,filename,image_id,id,defect_class_id,label,xy,x,y
27,1g_04.png,624,175662,7,Mononukleäre Zelle,"606.561,1526.185,610.474,1518.358,610.474,1502.705,594.821,1490.965,579.168,1490.965,563.514,1475.312,532.208,1479.225,532.208,1494.879,540.035,1514.445,559.601,1526.185,567.428,1537.925,571.341,1541.838","[606.561, 610.474, 610.474, 594.821, 579.168, 563.514, 532.208, 532.208, 540.035, 559.601, 567.428, 571.341]","[1526.185, 1518.358, 1502.705, 1490.965, 1490.965, 1475.312, 1479.225, 1494.879, 1514.445, 1526.185, 1537.925, 1541.838]"
28,1g_04.png,624,175674,7,Mononukleäre Zelle,"3158.029,2156.225,3118.896,2160.139,3126.723,2183.618,3138.462,2195.358,3154.116,2195.358,3161.942,2187.532,3161.942,2171.879","[3158.029, 3118.896, 3126.723, 3138.462, 3154.116, 3161.942, 3161.942]","[2156.225, 2160.139, 2183.618, 2195.358, 2195.358, 2187.532, 2171.879]"
29,1g_04.png,624,175646,7,Mononukleäre Zelle,"641.78,1987.954,610.474,1991.867,602.647,1991.867,598.734,2003.607,614.387,2015.347,641.78,2019.26,645.694,2007.52,645.694,1987.954","[641.78, 610.474, 602.647, 598.734, 614.387, 641.78, 645.694, 645.694]","[1987.954, 1991.867, 1991.867, 2003.607, 2015.347, 2019.26, 2007.52, 1987.954]"
30,1g_04.png,624,175627,7,Mononukleäre Zelle,"896.145,324.803,876.578,332.63,880.491,348.283,892.231,360.023,903.971,363.936,911.798,356.11,911.798,344.37,903.971,328.717","[896.145, 876.578, 880.491, 892.231, 903.971, 911.798, 911.798, 903.971]","[324.803, 332.63, 348.283, 360.023, 363.936, 356.11, 344.37, 328.717]"
31,1g_04.png,624,175653,7,Mononukleäre Zelle,"1882.295,2402.763,1874.468,2410.59,1866.642,2422.329,1878.382,2434.069,1894.035,2437.983,1905.775,2430.156,1909.688,2410.59,1901.861,2402.763,1894.035,2398.85,1886.208,2402.763","[1882.295, 1874.468, 1866.642, 1878.382, 1894.035, 1905.775, 1909.688, 1901.861, 1894.035, 1886.208]","[2402.763, 2410.59, 2422.329, 2434.069, 2437.983, 2430.156, 2410.59, 2402.763, 2398.85, 2402.763]"
32,1g_04.png,624,175672,7,Mononukleäre Zelle,"434.376,2042.74,426.549,2031,410.896,2027.087,399.156,2031,395.243,2042.74,403.069,2050.566,430.462,2058.393","[434.376, 426.549, 410.896, 399.156, 395.243, 403.069, 430.462]","[2042.74, 2031.0, 2027.087, 2031.0, 2042.74, 2050.566, 2058.393]"
33,1g_04.png,624,175675,7,Mononukleäre Zelle,"2617.994,1890.121,2606.254,1897.948,2606.254,1905.775,2617.994,1913.601,2637.561,1917.514,2633.647,1909.688,2633.647,1905.775,2625.821,1901.861","[2617.994, 2606.254, 2606.254, 2617.994, 2637.561, 2633.647, 2633.647, 2625.821]","[1890.121, 1897.948, 1905.775, 1913.601, 1917.514, 1909.688, 1905.775, 1901.861]"
34,1g_04.png,624,175629,7,Mononukleäre Zelle,"2723.653,1940.994,2715.827,1944.908,2692.347,1944.908,2684.52,1933.168,2680.607,1917.514,2700.173,1913.601,2719.74,1917.514,2727.566,1925.341","[2723.653, 2715.827, 2692.347, 2684.52, 2680.607, 2700.173, 2719.74, 2727.566]","[1940.994, 1944.908, 1944.908, 1933.168, 1917.514, 1913.601, 1917.514, 1925.341]"
35,1g_04.png,624,175668,7,Mononukleäre Zelle,"622.214,1565.318,606.561,1569.231,602.647,1580.971,610.474,1588.798,630.04,1588.798,630.04,1573.145,630.04,1569.231","[622.214, 606.561, 602.647, 610.474, 630.04, 630.04, 630.04]","[1565.318, 1569.231, 1580.971, 1588.798, 1588.798, 1573.145, 1569.231]"
36,1g_04.png,624,175648,7,Mononukleäre Zelle,"857.012,602.647,853.098,626.127,853.098,633.954,841.358,637.867,837.445,630.04,821.792,614.387,837.445,590.908,845.272,586.994,860.925,602.647,860.925,602.647,857.012,598.734","[857.012, 853.098, 853.098, 841.358, 837.445, 821.792, 837.445, 845.272, 860.925, 860.925, 857.012]","[602.647, 626.127, 633.954, 637.867, 630.04, 614.387, 590.908, 586.994, 602.647, 602.647, 598.734]"
37,1g_04.png,624,175692,7,Mononukleäre Zelle,"1534.012,813.965,1549.665,813.965,1549.665,829.618,1545.751,837.445,1537.925,837.445,1530.098,829.618,1530.098,817.879,1534.012,810.052","[1534.012, 1549.665, 1549.665, 1545.751, 1537.925, 1530.098, 1530.098, 1534.012]","[813.965, 813.965, 829.618, 837.445, 837.445, 829.618, 817.879, 810.052]"
38,1g_04.png,624,175697,7,Mononukleäre Zelle,"1475.312,864.838,1487.052,864.838,1494.879,857.012,1502.705,853.098,1502.705,837.445,1479.225,825.705,1467.486,829.618,1479.225,845.272","[1475.312, 1487.052, 1494.879, 1502.705, 1502.705, 1479.225, 1467.486, 1479.225]","[864.838, 864.838, 857.012, 853.098, 837.445, 825.705, 829.618, 845.272]"
39,1g_04.png,624,175631,7,Mononukleäre Zelle,"3255.861,2359.717,3248.035,2359.717,3228.468,2355.803,3228.468,2363.63,3236.295,2375.37,3248.035,2375.37,3255.861,2371.457,3267.601,2371.457,3267.601,2363.63","[3255.861, 3248.035, 3228.468, 3228.468, 3236.295, 3248.035, 3255.861, 3267.601, 3267.601]","[2359.717, 2359.717, 2355.803, 2363.63, 2375.37, 2375.37, 2371.457, 2371.457, 2363.63]"
40,1g_04.png,624,175632,7,Mononukleäre Zelle,"876.578,391.329,888.318,414.809,880.491,434.376,915.711,442.202,927.451,438.289,927.451,422.636,923.538,406.983,911.798,395.243,903.971,391.329,896.145,383.503","[876.578, 888.318, 880.491, 915.711, 927.451, 927.451, 923.538, 911.798, 903.971, 896.145]","[391.329, 414.809, 434.376, 442.202, 438.289, 422.636, 406.983, 395.243, 391.329, 383.503]"
41,1g_04.png,624,175663,7,Mononukleäre Zelle,"1526.185,958.757,1514.445,947.017,1483.139,950.931,1471.399,958.757,1467.486,962.671,1463.572,970.497,1471.399,982.237,1483.139,990.064,1498.792,990.064,1518.358,986.15,1530.098,978.324,1530.098,966.584","[1526.185, 1514.445, 1483.139, 1471.399, 1467.486, 1463.572, 1471.399, 1483.139, 1498.792, 1518.358, 1530.098, 1530.098]","[958.757, 947.017, 950.931, 958.757, 962.671, 970.497, 982.237, 990.064, 990.064, 986.15, 978.324, 966.584]"
42,1g_04.png,624,175651,7,Mononukleäre Zelle,"575.254,1146.595,559.601,1138.769,547.861,1154.422,551.775,1166.162,571.341,1166.162,579.168,1162.249","[575.254, 559.601, 547.861, 551.775, 571.341, 579.168]","[1146.595, 1138.769, 1154.422, 1166.162, 1166.162, 1162.249]"
43,1g_04.png,624,175681,7,Mononukleäre Zelle,"1416.613,821.792,1404.873,833.532,1408.786,864.838,1420.526,864.838,1428.353,860.925,1428.353,853.098,1424.439,829.618","[1416.613, 1404.873, 1408.786, 1420.526, 1428.353, 1428.353, 1424.439]","[821.792, 833.532, 864.838, 864.838, 860.925, 853.098, 829.618]"
44,1g_04.png,624,175650,7,Mononukleäre Zelle,"896.145,508.728,857.012,528.295,860.925,551.775,884.405,547.861,900.058,536.121,903.971,516.555","[896.145, 857.012, 860.925, 884.405, 900.058, 903.971]","[508.728, 528.295, 551.775, 547.861, 536.121, 516.555]"
45,1g_04.png,624,175659,7,Mononukleäre Zelle,"669.173,1929.254,669.173,1948.821,680.913,1952.734,704.393,1929.254,684.827,1925.341","[669.173, 669.173, 680.913, 704.393, 684.827]","[1929.254, 1948.821, 1952.734, 1929.254, 1925.341]"
46,1g_04.png,624,175676,7,Mononukleäre Zelle,"2496.682,1862.728,2481.029,1866.642,2469.289,1878.382,2469.289,1894.035,2481.029,1897.948,2492.769,1890.121,2500.595,1874.468,2500.595,1862.728","[2496.682, 2481.029, 2469.289, 2469.289, 2481.029, 2492.769, 2500.595, 2500.595]","[1862.728, 1866.642, 1878.382, 1894.035, 1897.948, 1890.121, 1874.468, 1862.728]"
47,1g_04.png,624,175669,7,Mononukleäre Zelle,"1510.532,915.711,1506.618,939.191,1530.098,954.844,1557.491,943.104,1584.884,947.017,1580.971,931.364,1541.838,919.624,1514.445,915.711","[1510.532, 1506.618, 1530.098, 1557.491, 1584.884, 1580.971, 1541.838, 1514.445]","[915.711, 939.191, 954.844, 943.104, 947.017, 931.364, 919.624, 915.711]"
48,1g_04.png,624,175644,7,Mononukleäre Zelle,"242.624,2610.168,230.884,2610.168,219.145,2625.821,234.798,2637.561,246.538,2633.647,254.364,2617.994","[242.624, 230.884, 219.145, 234.798, 246.538, 254.364]","[2610.168, 2610.168, 2625.821, 2637.561, 2633.647, 2617.994]"
49,1g_04.png,624,175660,7,Mononukleäre Zelle,"1455.746,1569.231,1444.006,1580.971,1424.439,1592.711,1440.092,1620.104,1444.006,1608.364,1463.572,1584.884","[1455.746, 1444.006, 1424.439, 1440.092, 1444.006, 1463.572]","[1569.231, 1580.971, 1592.711, 1620.104, 1608.364, 1584.884]"
50,1g_04.png,624,175657,7,Mononukleäre Zelle,"1847.075,1354,1827.509,1369.653,1835.335,1393.133,1854.902,1408.786,1862.728,1400.96,1862.728,1377.48,1858.815,1365.74,1858.815,1357.913","[1847.075, 1827.509, 1835.335, 1854.902, 1862.728, 1862.728, 1858.815, 1858.815]","[1354.0, 1369.653, 1393.133, 1408.786, 1400.96, 1377.48, 1365.74, 1357.913]"
51,1g_04.png,624,175666,7,Mononukleäre Zelle,"3279.341,2418.416,3263.688,2430.156,3259.775,2445.809,3263.688,2453.636,3279.341,2465.376,3287.168,2465.376,3294.994,2453.636,3302.821,2434.069,3294.994,2426.243","[3279.341, 3263.688, 3259.775, 3263.688, 3279.341, 3287.168, 3294.994, 3302.821, 3294.994]","[2418.416, 2430.156, 2445.809, 2453.636, 2465.376, 2465.376, 2453.636, 2434.069, 2426.243]"
52,1g_04.png,624,175671,7,Mononukleäre Zelle,"1193.555,911.798,1205.295,927.451,1201.382,966.584,1197.468,970.497,1185.728,962.671,1181.815,947.017,1181.815,915.711","[1193.555, 1205.295, 1201.382, 1197.468, 1185.728, 1181.815, 1181.815]","[911.798, 927.451, 966.584, 970.497, 962.671, 947.017, 915.711]"
53,1g_04.png,624,175652,7,Mononukleäre Zelle,"2617.994,1843.162,2598.428,1854.902,2617.994,1874.468,2625.821,1866.642,2625.821,1858.815","[2617.994, 2598.428, 2617.994, 2625.821, 2625.821]","[1843.162, 1854.902, 1874.468, 1866.642, 1858.815]"
54,1g_04.png,624,175679,7,Mononukleäre Zelle,"598.734,1534.012,571.341,1541.838,579.168,1569.231,622.214,1561.405","[598.734, 571.341, 579.168, 622.214]","[1534.012, 1541.838, 1569.231, 1561.405]"
55,1g_04.png,624,175689,7,Mononukleäre Zelle,"950.931,418.723,935.277,418.723,931.364,430.462,931.364,438.289,943.104,446.116,947.017,438.289,958.757,434.376,958.757,426.549,954.844,418.723","[950.931, 935.277, 931.364, 931.364, 943.104, 947.017, 958.757, 958.757, 954.844]","[418.723, 418.723, 430.462, 438.289, 446.116, 438.289, 434.376, 426.549, 418.723]"
56,1g_04.png,624,175643,7,Mononukleäre Zelle,"1682.717,1823.595,1694.457,1811.855,1702.283,1804.029,1702.283,1796.202,1678.803,1792.289,1667.064,1796.202,1670.977,1811.855,1674.89,1823.595","[1682.717, 1694.457, 1702.283, 1702.283, 1678.803, 1667.064, 1670.977, 1674.89]","[1823.595, 1811.855, 1804.029, 1796.202, 1792.289, 1796.202, 1811.855, 1823.595]"
57,1g_04.png,624,175698,7,Mononukleäre Zelle,"626.127,1201.382,633.954,1193.555,633.954,1181.815,630.04,1177.902,614.387,1177.902,606.561,1181.815,606.561,1193.555,610.474,1201.382,618.301,1201.382,626.127,1197.468,630.04,1201.382","[626.127, 633.954, 633.954, 630.04, 614.387, 606.561, 606.561, 610.474, 618.301, 626.127, 630.04]","[1201.382, 1193.555, 1181.815, 1177.902, 1177.902, 1181.815, 1193.555, 1201.382, 1201.382, 1197.468, 1201.382]"
58,1g_04.png,624,175628,7,Mononukleäre Zelle,"2664.954,1952.734,2657.127,1956.647,2657.127,1972.301,2664.954,1980.127,2676.694,1968.387,2680.607,1956.647,2676.694,1952.734,2668.867,1952.734","[2664.954, 2657.127, 2657.127, 2664.954, 2676.694, 2680.607, 2676.694, 2668.867]","[1952.734, 1956.647, 1972.301, 1980.127, 1968.387, 1956.647, 1952.734, 1952.734]"
59,1g_04.png,624,175684,7,Mononukleäre Zelle,"813.965,540.035,825.705,547.861,837.445,559.601,825.705,567.428,813.965,563.514,806.139,559.601,806.139,547.861","[813.965, 825.705, 837.445, 825.705, 813.965, 806.139, 806.139]","[540.035, 547.861, 559.601, 567.428, 563.514, 559.601, 547.861]"
60,1g_04.png,624,175694,7,Mononukleäre Zelle,"1674.89,2610.168,1667.064,2614.081,1667.064,2633.647,1682.717,2645.387,1694.457,2641.474,1694.457,2629.734,1690.543,2617.994,1686.63,2614.081","[1674.89, 1667.064, 1667.064, 1682.717, 1694.457, 1694.457, 1690.543, 1686.63]","[2610.168, 2614.081, 2633.647, 2645.387, 2641.474, 2629.734, 2617.994, 2614.081]"
61,1g_04.png,624,175686,7,Mononukleäre Zelle,"3224.555,2520.162,3220.642,2535.815,3220.642,2559.295,3236.295,2578.861,3251.948,2574.948,3255.861,2571.035,3255.861,2555.382,3251.948,2539.728,3244.121,2527.988,3236.295,2524.075","[3224.555, 3220.642, 3220.642, 3236.295, 3251.948, 3255.861, 3255.861, 3251.948, 3244.121, 3236.295]","[2520.162, 2535.815, 2559.295, 2578.861, 2574.948, 2571.035, 2555.382, 2539.728, 2527.988, 2524.075]"
62,1g_04.png,624,175641,7,Mononukleäre Zelle,"872.665,399.156,853.098,414.809,853.098,422.636,853.098,434.376,864.838,450.029,876.578,434.376,880.491,422.636,884.405,410.896","[872.665, 853.098, 853.098, 853.098, 864.838, 876.578, 880.491, 884.405]","[399.156, 414.809, 422.636, 434.376, 450.029, 434.376, 422.636, 410.896]"
63,1g_04.png,624,175642,7,Mononukleäre Zelle,"1866.642,1350.087,1858.815,1350.087,1858.815,1354,1850.988,1350.087,1843.162,1338.347,1858.815,1326.607,1882.295,1310.954,1909.688,1310.954,1925.341,1318.78,1925.341,1322.694,1913.601,1326.607,1905.775,1326.607,1894.035,1338.347,1870.555,1350.087","[1866.642, 1858.815, 1858.815, 1850.988, 1843.162, 1858.815, 1882.295, 1909.688, 1925.341, 1925.341, 1913.601, 1905.775, 1894.035, 1870.555]","[1350.087, 1350.087, 1354.0, 1350.087, 1338.347, 1326.607, 1310.954, 1310.954, 1318.78, 1322.694, 1326.607, 1326.607, 1338.347, 1350.087]"
64,1g_04.png,624,175661,7,Mononukleäre Zelle,"1181.815,356.11,1197.468,363.936,1201.382,375.676,1193.555,379.59,1177.902,391.329,1166.162,387.416,1162.249,379.59,1162.249,371.763","[1181.815, 1197.468, 1201.382, 1193.555, 1177.902, 1166.162, 1162.249, 1162.249]","[356.11, 363.936, 375.676, 379.59, 391.329, 387.416, 379.59, 371.763]"
65,1g_04.png,624,175636,7,Mononukleäre Zelle,"1213.121,990.064,1201.382,974.41,1173.988,993.977,1177.902,1009.63,1193.555,1013.543,1209.208,1009.63,1213.121,1001.803,1217.035,990.064","[1213.121, 1201.382, 1173.988, 1177.902, 1193.555, 1209.208, 1213.121, 1217.035]","[990.064, 974.41, 993.977, 1009.63, 1013.543, 1009.63, 1001.803, 990.064]"
66,1g_04.png,624,175630,7,Mononukleäre Zelle,"626.127,1596.624,637.867,1616.191,633.954,1635.757,626.127,1643.584,618.301,1643.584,610.474,1643.584,594.821,1620.104,602.647,1588.798","[626.127, 637.867, 633.954, 626.127, 618.301, 610.474, 594.821, 602.647]","[1596.624, 1616.191, 1635.757, 1643.584, 1643.584, 1643.584, 1620.104, 1588.798]"
67,1g_04.png,624,175680,7,Mononukleäre Zelle,"567.428,1107.462,555.688,1127.029,563.514,1134.855,579.168,1142.682,586.994,1138.769,590.908,1127.029,590.908,1123.116,586.994,1119.202","[567.428, 555.688, 563.514, 579.168, 586.994, 590.908, 590.908, 586.994]","[1107.462, 1127.029, 1134.855, 1142.682, 1138.769, 1127.029, 1123.116, 1119.202]"
68,1g_04.png,624,175649,7,Mononukleäre Zelle,"3326.301,2610.168,3310.647,2617.994,3318.474,2633.647,3330.214,2641.474,3349.78,2637.561,3349.78,2625.821,3341.954,2614.081,3334.127,2610.168,3330.214,2610.168","[3326.301, 3310.647, 3318.474, 3330.214, 3349.78, 3349.78, 3341.954, 3334.127, 3330.214]","[2610.168, 2617.994, 2633.647, 2641.474, 2637.561, 2625.821, 2614.081, 2610.168, 2610.168]"
69,1g_04.png,624,175700,7,Mononukleäre Zelle,"2641.474,1670.977,2629.734,1694.457,2629.734,1698.37,2610.168,1698.37,2606.254,1690.543,2606.254,1682.717,2617.994,1670.977,2625.821,1663.15","[2641.474, 2629.734, 2629.734, 2610.168, 2606.254, 2606.254, 2617.994, 2625.821]","[1670.977, 1694.457, 1698.37, 1698.37, 1690.543, 1682.717, 1670.977, 1663.15]"
